GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2010-11-16,21000154,Final,1610612763,1610612757,2010,1610612763,99.0,0.48,0.741,0.368,20.0,38.0,1610612757,100.0,0.46,0.867,0.368,25.0,39.0,0
2010-11-16,21000155,Final,1610612749,1610612747,2010,1610612749,107.0,0.461,0.593,0.375,22.0,47.0,1610612747,118.0,0.5379999999999999,0.828,0.625,24.0,40.0,0
2010-11-16,21000156,Final,1610612745,1610612741,2010,1610612745,92.0,0.479,0.76,0.3329999999999999,21.0,32.0,1610612741,95.0,0.486,0.536,0.667,18.0,40.0,0
2010-11-16,21000157,Final,1610612743,1610612752,2010,1610612743,120.0,0.488,0.66,0.357,23.0,44.0,1610612752,118.0,0.439,0.6970000000000001,0.29,24.0,51.0,1
2010-11-15,21000144,Final,1610612766,1610612750,2010,1610612766,113.0,0.521,0.75,0.5,25.0,45.0,1610612750,110.0,0.462,0.652,0.45,21.0,37.0,1
2010-11-15,21000145,Final,1610612753,1610612763,2010,1610612753,89.0,0.4379999999999999,0.794,0.353,12.0,47.0,1610612763,72.0,0.363,0.55,0.214,17.0,39.0,1
2010-11-15,21000146,Final,1610612742,1610612740,2010,1610612742,98.0,0.493,0.7040000000000001,0.407,21.0,38.0,1610612740,95.0,0.442,0.667,0.44,20.0,42.0,1
2010-11-15,21000147,Final,1610612756,1610612743,2010,1610612756,100.0,0.4270000000000001,0.8,0.2,17.0,43.0,1610612743,94.0,0.416,0.68,0.176,12.0,52.0,1
2010-11-15,21000148,Final,1610612762,1610612760,2010,1610612762,108.0,0.506,0.818,0.375,25.0,34.0,1610612760,115.0,0.507,0.971,0.4,18.0,39.0,0
2010-11-15,21000149,Final,1610612744,1610612765,2010,1610612744,101.0,0.424,0.815,0.389,22.0,44.0,1610612765,97.0,0.446,0.667,0.368,22.0,42.0,1
2010-11-15,21000150,Final,1610612746,1610612751,2010,1610612746,96.0,0.395,0.737,0.3329999999999999,16.0,34.0,1610612751,110.0,0.597,0.947,0.4,32.0,35.0,0
2010-11-14,21000139,Final,1610612737,1610612750,2010,1610612737,111.0,0.45,0.872,0.455,22.0,40.0,1610612750,105.0,0.474,0.742,0.381,21.0,39.0,1
2010-11-14,21000140,Final,1610612758,1610612765,2010,1610612758,94.0,0.4529999999999999,0.667,0.111,14.0,41.0,1610612765,100.0,0.539,0.789,0.3329999999999999,18.0,37.0,0
2010-11-14,21000141,Final,1610612760,1610612759,2010,1610612760,104.0,0.452,0.8,0.308,20.0,36.0,1610612759,117.0,0.409,0.895,0.55,16.0,45.0,0
2010-11-14,21000142,Final,1610612752,1610612745,2010,1610612752,96.0,0.4370000000000001,0.708,0.188,15.0,42.0,1610612745,104.0,0.45,0.722,0.3329999999999999,28.0,47.0,0
2010-11-14,21000143,Final,1610612747,1610612756,2010,1610612747,116.0,0.49,0.765,0.391,30.0,49.0,1610612756,121.0,0.512,0.684,0.55,31.0,32.0,0
2010-11-13,21000130,Final,1610612766,1610612762,2010,1610612766,95.0,0.4429999999999999,0.708,0.381,26.0,43.0,1610612762,96.0,0.4429999999999999,0.759,0.286,22.0,40.0,0
2010-11-13,21000131,Final,1610612751,1610612753,2010,1610612751,90.0,0.493,0.8,0.444,15.0,31.0,1610612753,91.0,0.416,0.731,0.32,18.0,43.0,0
2010-11-13,21000132,Final,1610612739,1610612754,2010,1610612739,85.0,0.386,0.826,0.133,15.0,41.0,1610612754,99.0,0.456,1.0,0.4,21.0,42.0,0
2010-11-13,21000133,Final,1610612748,1610612761,2010,1610612748,109.0,0.506,0.722,0.3,18.0,38.0,1610612761,100.0,0.451,0.7240000000000001,0.263,17.0,44.0,1
2010-11-13,21000134,Final,1610612741,1610612764,2010,1610612741,103.0,0.447,0.765,0.391,24.0,40.0,1610612764,96.0,0.449,0.5,0.6,25.0,47.0,1
2010-11-13,21000135,Final,1610612763,1610612738,2010,1610612763,110.0,0.53,0.833,0.222,20.0,38.0,1610612738,116.0,0.5770000000000001,0.731,0.583,32.0,32.0,0
2010-11-13,21000136,Final,1610612740,1610612757,2010,1610612740,107.0,0.481,0.926,0.3329999999999999,23.0,40.0,1610612757,87.0,0.407,0.895,0.235,15.0,38.0,1
2010-11-13,21000137,Final,1610612749,1610612744,2010,1610612749,79.0,0.337,0.81,0.375,15.0,58.0,1610612744,72.0,0.341,0.6,0.455,18.0,42.0,1
2010-11-13,21000138,Final,1610612759,1610612755,2010,1610612759,116.0,0.482,0.8390000000000001,0.444,21.0,47.0,1610612755,93.0,0.415,0.875,0.444,13.0,38.0,1
2010-11-12,21000121,Final,1610612737,1610612762,2010,1610612737,86.0,0.493,0.524,0.263,23.0,41.0,1610612762,90.0,0.429,0.737,0.3329999999999999,25.0,43.0,0
2010-11-12,21000122,Final,1610612754,1610612745,2010,1610612754,99.0,0.449,0.769,0.409,20.0,41.0,1610612745,102.0,0.5,0.68,0.389,17.0,41.0,0
2010-11-12,21000123,Final,1610612753,1610612761,2010,1610612753,106.0,0.527,0.552,0.5,23.0,34.0,1610612761,110.0,0.5,0.774,0.462,20.0,39.0,0
2010-11-12,21000124,Final,1610612764,1610612766,2010,1610612764,85.0,0.419,0.8,0.238,27.0,30.0,1610612766,93.0,0.493,0.75,0.4379999999999999,23.0,48.0,0
2010-11-12,21000125,Final,1610612750,1610612752,2010,1610612750,112.0,0.436,0.762,0.4,22.0,56.0,1610612752,103.0,0.38,0.88,0.379,22.0,43.0,1
2010-11-12,21000126,Final,1610612742,1610612755,2010,1610612742,99.0,0.4429999999999999,0.7929999999999999,0.273,19.0,47.0,1610612755,90.0,0.446,0.609,0.125,22.0,42.0,1
2010-11-12,21000127,Final,1610612756,1610612758,2010,1610612756,103.0,0.519,0.63,0.3329999999999999,19.0,42.0,1610612758,89.0,0.409,0.632,0.278,18.0,50.0,1
2010-11-12,21000128,Final,1610612760,1610612757,2010,1610612760,110.0,0.5479999999999999,0.923,0.5,20.0,30.0,1610612757,108.0,0.539,0.792,0.467,25.0,30.0,1
2010-11-12,21000129,Final,1610612746,1610612765,2010,1610612746,107.0,0.4629999999999999,0.763,0.2,19.0,49.0,1610612765,113.0,0.476,0.667,0.611,21.0,34.0,0
2010-11-11,21000118,Final,1610612748,1610612738,2010,1610612748,107.0,0.5,0.78,0.188,18.0,37.0,1610612738,112.0,0.544,0.68,0.563,24.0,35.0,0
2010-11-11,21000119,Final,1610612741,1610612744,2010,1610612741,120.0,0.5479999999999999,0.913,0.368,29.0,46.0,1610612744,90.0,0.411,0.7140000000000001,0.304,20.0,39.0,1
2010-11-11,21000120,Final,1610612743,1610612747,2010,1610612743,118.0,0.489,0.8059999999999999,0.28,25.0,43.0,1610612747,112.0,0.408,0.767,0.31,19.0,50.0,1
2010-11-10,21000108,Final,1610612737,1610612749,2010,1610612737,91.0,0.493,0.667,0.385,24.0,32.0,1610612749,108.0,0.517,0.7140000000000001,0.5329999999999999,23.0,44.0,0
2010-11-10,21000109,Final,1610612753,1610612762,2010,1610612753,94.0,0.43,0.56,0.375,23.0,41.0,1610612762,104.0,0.5,0.893,0.357,24.0,35.0,0
2010-11-10,21000110,Final,1610612761,1610612766,2010,1610612761,96.0,0.457,0.76,0.3,23.0,38.0,1610612766,101.0,0.493,0.818,0.429,23.0,36.0,0
2010-11-10,21000111,Final,1610612764,1610612745,2010,1610612764,98.0,0.4429999999999999,0.636,0.462,25.0,51.0,1610612745,91.0,0.391,0.895,0.3,20.0,44.0,1
2010-11-10,21000112,Final,1610612739,1610612751,2010,1610612739,87.0,0.442,0.727,0.25,21.0,40.0,1610612751,95.0,0.415,0.5429999999999999,0.471,21.0,48.0,0
2010-11-10,21000113,Final,1610612752,1610612744,2010,1610612752,117.0,0.4679999999999999,0.884,0.226,17.0,41.0,1610612744,122.0,0.528,0.7190000000000001,0.5,23.0,36.0,0
2010-11-10,21000114,Final,1610612763,1610612742,2010,1610612763,91.0,0.452,0.579,0.286,20.0,40.0,1610612742,106.0,0.541,0.455,0.36,30.0,49.0,0
2010-11-10,21000115,Final,1610612760,1610612755,2010,1610612760,109.0,0.493,0.946,0.143,17.0,34.0,1610612755,103.0,0.481,0.741,0.3329999999999999,25.0,37.0,1
2010-11-10,21000116,Final,1610612759,1610612746,2010,1610612759,107.0,0.493,0.867,0.611,21.0,41.0,1610612746,95.0,0.465,0.5710000000000001,0.7,21.0,34.0,1
2010-11-10,21000117,Final,1610612758,1610612750,2010,1610612758,89.0,0.444,0.625,0.25,25.0,41.0,1610612750,98.0,0.471,0.6,0.364,15.0,41.0,0
2010-11-09,21000101,Final,1610612754,1610612743,2010,1610612754,144.0,0.644,0.762,0.5329999999999999,37.0,45.0,1610612743,113.0,0.433,0.9,0.471,22.0,32.0,1
2010-11-09,21000102,Final,1610612751,1610612739,2010,1610612751,91.0,0.407,0.905,0.3,18.0,45.0,1610612739,93.0,0.439,0.545,0.529,27.0,44.0,0
2010-11-09,21000103,Final,1610612748,1610612762,2010,1610612748,114.0,0.439,0.7659999999999999,0.4,21.0,46.0,1610612762,116.0,0.484,0.857,0.421,30.0,44.0,0
2010-11-09,21000104,Final,1610612749,1610612752,2010,1610612749,107.0,0.513,0.7859999999999999,0.313,18.0,45.0,1610612752,80.0,0.3779999999999999,0.905,0.263,19.0,34.0,1
2010-11-09,21000105,Final,1610612740,1610612746,2010,1610612740,101.0,0.506,0.7140000000000001,0.5,29.0,33.0,1610612746,82.0,0.4629999999999999,0.833,0.313,19.0,39.0,1
2010-11-09,21000106,Final,1610612757,1610612765,2010,1610612757,100.0,0.5,0.875,0.429,26.0,45.0,1610612765,78.0,0.425,0.556,0.353,16.0,33.0,1
2010-11-09,21000107,Final,1610612747,1610612750,2010,1610612747,99.0,0.449,0.75,0.3329999999999999,24.0,42.0,1610612750,94.0,0.38,0.8420000000000001,0.381,23.0,54.0,1
2010-11-08,21000095,Final,1610612766,1610612759,2010,1610612766,91.0,0.3979999999999999,0.792,0.316,19.0,41.0,1610612759,95.0,0.424,0.647,0.462,22.0,46.0,0
2010-11-08,21000096,Final,1610612753,1610612737,2010,1610612753,93.0,0.43,0.625,0.182,16.0,43.0,1610612737,89.0,0.474,0.813,0.308,18.0,46.0,1
2010-11-08,21000097,Final,1610612761,1610612744,2010,1610612761,102.0,0.4579999999999999,0.815,0.286,19.0,32.0,1610612744,109.0,0.527,0.813,0.313,19.0,42.0,0
2010-11-08,21000098,Final,1610612741,1610612743,2010,1610612741,94.0,0.415,0.636,0.385,20.0,47.0,1610612743,92.0,0.436,0.708,0.389,15.0,44.0,1
2010-11-08,21000099,Final,1610612763,1610612756,2010,1610612763,109.0,0.476,0.857,0.3329999999999999,19.0,45.0,1610612756,99.0,0.475,0.667,0.29,23.0,41.0,1
2010-11-08,21000100,Final,1610612742,1610612738,2010,1610612742,89.0,0.5,0.85,0.4,20.0,38.0,1610612738,87.0,0.418,1.0,0.5,24.0,42.0,1
2010-11-07,21000089,Final,1610612752,1610612755,2010,1610612752,96.0,0.4,0.7140000000000001,0.158,20.0,49.0,1610612755,106.0,0.474,0.7140000000000001,0.389,20.0,45.0,0
2010-11-07,21000090,Final,1610612737,1610612756,2010,1610612737,114.0,0.542,0.773,0.304,29.0,40.0,1610612756,118.0,0.556,0.773,0.478,28.0,35.0,0
2010-11-07,21000091,Final,1610612765,1610612744,2010,1610612765,102.0,0.451,0.679,0.529,27.0,46.0,1610612744,97.0,0.429,0.826,0.261,19.0,46.0,1
2010-11-07,21000092,Final,1610612745,1610612750,2010,1610612745,120.0,0.442,0.83,0.313,23.0,49.0,1610612750,94.0,0.374,0.6970000000000001,0.231,11.0,54.0,1
2010-11-07,21000093,Final,1610612760,1610612738,2010,1610612760,83.0,0.4270000000000001,0.882,0.4,17.0,40.0,1610612738,92.0,0.474,0.8,0.4,22.0,40.0,0
2010-11-07,21000094,Final,1610612747,1610612757,2010,1610612747,121.0,0.5489999999999999,0.867,0.471,33.0,49.0,1610612757,96.0,0.4270000000000001,0.8390000000000001,0.3,21.0,25.0,1
2010-11-06,21000080,Final,1610612766,1610612753,2010,1610612766,88.0,0.48,0.909,0.4,22.0,40.0,1610612753,91.0,0.415,0.619,0.313,22.0,37.0,0
2010-11-06,21000081,Final,1610612764,1610612739,2010,1610612764,102.0,0.4429999999999999,0.8,0.381,26.0,44.0,1610612739,107.0,0.476,0.8079999999999999,0.444,19.0,37.0,0
2010-11-06,21000082,Final,1610612748,1610612751,2010,1610612748,101.0,0.486,0.7929999999999999,0.4,19.0,44.0,1610612751,89.0,0.412,0.647,0.4,17.0,41.0,1
2010-11-06,21000083,Final,1610612749,1610612740,2010,1610612749,81.0,0.386,0.65,0.25,17.0,42.0,1610612740,87.0,0.449,0.818,0.412,17.0,47.0,0
2010-11-06,21000084,Final,1610612759,1610612745,2010,1610612759,124.0,0.485,0.68,0.429,28.0,47.0,1610612745,121.0,0.475,0.857,0.45,24.0,48.0,1
2010-11-06,21000085,Final,1610612742,1610612743,2010,1610612742,92.0,0.447,0.769,0.267,12.0,46.0,1610612743,103.0,0.451,0.762,0.619,21.0,38.0,0
2010-11-06,21000086,Final,1610612762,1610612746,2010,1610612762,109.0,0.412,0.742,0.3329999999999999,21.0,43.0,1610612746,107.0,0.43,0.875,0.25,16.0,51.0,1
2010-11-06,21000087,Final,1610612757,1610612761,2010,1610612757,97.0,0.4529999999999999,0.893,0.25,19.0,43.0,1610612761,84.0,0.368,0.794,0.059,11.0,44.0,1
2010-11-06,21000088,Final,1610612758,1610612763,2010,1610612758,91.0,0.43,0.75,0.25,16.0,41.0,1610612763,100.0,0.482,0.7390000000000001,0.2,13.0,43.0,0
2010-11-05,21000068,Final,1610612754,1610612749,2010,1610612754,90.0,0.387,0.867,0.25,11.0,44.0,1610612749,94.0,0.386,0.733,0.4,16.0,45.0,0
2010-11-05,21000069,Final,1610612753,1610612751,2010,1610612753,105.0,0.479,0.813,0.3929999999999999,16.0,50.0,1610612751,90.0,0.429,0.889,0.455,20.0,31.0,1
2010-11-05,21000070,Final,1610612755,1610612739,2010,1610612755,116.0,0.5539999999999999,0.72,0.353,26.0,30.0,1610612739,123.0,0.547,0.792,0.231,22.0,41.0,0
2010-11-05,21000071,Final,1610612765,1610612766,2010,1610612765,97.0,0.4270000000000001,0.963,0.5379999999999999,14.0,31.0,1610612766,90.0,0.552,0.636,0.45,28.0,38.0,1
2010-11-05,21000072,Final,1610612752,1610612764,2010,1610612752,112.0,0.506,0.667,0.414,23.0,41.0,1610612764,91.0,0.4529999999999999,0.8640000000000001,0.25,13.0,37.0,1
2010-11-05,21000073,Final,1610612738,1610612741,2010,1610612738,110.0,0.512,0.88,0.364,27.0,31.0,1610612741,105.0,0.494,0.944,0.4,25.0,43.0,1
2010-11-05,21000074,Final,1610612750,1610612737,2010,1610612750,103.0,0.424,0.917,0.364,24.0,42.0,1610612737,113.0,0.5429999999999999,0.8079999999999999,0.222,27.0,43.0,0
2010-11-05,21000075,Final,1610612740,1610612748,2010,1610612740,96.0,0.494,0.8240000000000001,0.286,26.0,42.0,1610612748,93.0,0.423,0.917,0.238,19.0,36.0,1
2010-11-05,21000076,Final,1610612756,1610612763,2010,1610612756,123.0,0.426,0.7190000000000001,0.4,23.0,55.0,1610612763,118.0,0.469,0.647,0.316,21.0,48.0,1
2010-11-05,21000077,Final,1610612743,1610612746,2010,1610612743,111.0,0.518,0.909,0.238,26.0,37.0,1610612746,104.0,0.5,0.64,0.133,28.0,41.0,1
2010-11-05,21000078,Final,1610612744,1610612762,2010,1610612744,85.0,0.376,0.591,0.143,16.0,52.0,1610612762,78.0,0.395,0.7140000000000001,0.214,18.0,46.0,1
2010-11-05,21000079,Final,1610612747,1610612761,2010,1610612747,108.0,0.481,0.8440000000000001,0.3329999999999999,22.0,31.0,1610612761,103.0,0.471,0.8420000000000001,0.385,22.0,49.0,1
2010-11-04,21000066,Final,1610612741,1610612752,2010,1610612741,112.0,0.519,0.7040000000000001,0.474,27.0,42.0,1610612752,120.0,0.5,0.828,0.667,27.0,38.0,0
2010-11-04,21000067,Final,1610612757,1610612760,2010,1610612757,106.0,0.467,0.8,0.25,27.0,38.0,1610612760,107.0,0.494,0.923,0.2,12.0,47.0,0
2010-11-03,21000054,Final,1610612737,1610612765,2010,1610612737,94.0,0.537,0.826,0.214,25.0,35.0,1610612765,85.0,0.4,0.667,0.176,21.0,38.0,1
2010-11-03,21000055,Final,1610612751,1610612766,2010,1610612751,83.0,0.4270000000000001,0.933,0.294,21.0,36.0,1610612766,85.0,0.431,0.7829999999999999,0.263,21.0,41.0,0
2010-11-03,21000056,Final,1610612753,1610612750,2010,1610612753,128.0,0.5,0.6559999999999999,0.484,27.0,56.0,1610612750,86.0,0.3329999999999999,0.857,0.375,11.0,40.0,1
2010-11-03,21000057,Final,1610612755,1610612754,2010,1610612755,101.0,0.469,0.84,0.3329999999999999,21.0,54.0,1610612754,75.0,0.315,0.706,0.318,19.0,46.0,1
2010-11-03,21000058,Final,1610612738,1610612749,2010,1610612738,105.0,0.4679999999999999,0.8440000000000001,0.3329999999999999,24.0,43.0,1610612749,102.0,0.419,0.8059999999999999,0.385,17.0,42.0,1
2010-11-03,21000059,Final,1610612745,1610612740,2010,1610612745,99.0,0.419,0.722,0.3329999999999999,22.0,45.0,1610612740,107.0,0.456,0.7140000000000001,0.385,20.0,45.0,0
2010-11-03,21000060,Final,1610612743,1610612742,2010,1610612743,101.0,0.461,0.75,0.357,25.0,39.0,1610612742,102.0,0.4639999999999999,0.895,0.467,22.0,45.0,0
2010-11-03,21000061,Final,1610612762,1610612761,2010,1610612762,125.0,0.565,0.88,0.4379999999999999,30.0,35.0,1610612761,108.0,0.456,0.7859999999999999,0.231,16.0,36.0,1
2010-11-03,21000062,Final,1610612756,1610612759,2010,1610612756,110.0,0.446,0.87,0.381,20.0,40.0,1610612759,112.0,0.545,0.688,0.429,22.0,45.0,0
2010-11-03,21000063,Final,1610612744,1610612763,2010,1610612744,115.0,0.413,0.765,0.433,26.0,48.0,1610612763,109.0,0.512,0.68,0.444,28.0,39.0,1
2010-11-03,21000064,Final,1610612746,1610612760,2010,1610612746,107.0,0.525,0.556,0.5,22.0,41.0,1610612760,92.0,0.3779999999999999,0.87,0.154,17.0,47.0,1
2010-11-03,21000065,Final,1610612758,1610612747,2010,1610612758,100.0,0.44,0.609,0.273,20.0,49.0,1610612747,112.0,0.4639999999999999,0.821,0.524,24.0,43.0,0
2010-11-02,21000047,Final,1610612739,1610612737,2010,1610612739,88.0,0.4320000000000001,0.731,0.294,15.0,44.0,1610612737,100.0,0.44,0.7,0.294,26.0,43.0,0
2010-11-02,21000048,Final,1610612764,1610612755,2010,1610612764,116.0,0.474,0.8370000000000001,0.5,24.0,36.0,1610612755,115.0,0.55,0.7929999999999999,0.267,34.0,35.0,1
2010-11-02,21000049,Final,1610612765,1610612738,2010,1610612765,86.0,0.449,0.7,0.222,13.0,38.0,1610612738,109.0,0.519,1.0,0.3329999999999999,33.0,36.0,0
2010-11-02,21000050,Final,1610612748,1610612750,2010,1610612748,129.0,0.5820000000000001,0.8059999999999999,0.5710000000000001,31.0,47.0,1610612750,97.0,0.369,0.763,0.3329999999999999,14.0,40.0,1
2010-11-02,21000052,Final,1610612749,1610612757,2010,1610612749,76.0,0.375,0.76,0.2,16.0,40.0,1610612757,90.0,0.475,0.778,0.292,21.0,39.0,0
2010-11-02,21000053,Final,1610612747,1610612763,2010,1610612747,124.0,0.512,0.8,0.609,22.0,59.0,1610612763,105.0,0.413,0.759,0.5,22.0,36.0,1
2010-11-01,21000044,Final,1610612741,1610612757,2010,1610612741,110.0,0.606,0.594,0.385,27.0,36.0,1610612757,98.0,0.413,0.78,0.0,15.0,35.0,1
2010-11-01,21000045,Final,1610612758,1610612761,2010,1610612758,111.0,0.477,0.815,0.417,15.0,40.0,1610612761,108.0,0.4589999999999999,0.7240000000000001,0.429,19.0,42.0,1
2010-11-01,21000046,Final,1610612746,1610612759,2010,1610612746,88.0,0.4629999999999999,0.5,0.308,26.0,40.0,1610612759,97.0,0.481,0.8,0.429,28.0,39.0,0
2010-10-31,21000040,Final,1610612751,1610612748,2010,1610612751,78.0,0.353,0.652,0.214,16.0,43.0,1610612748,101.0,0.537,0.706,0.313,29.0,40.0,0
2010-10-31,21000041,Final,1610612746,1610612742,2010,1610612746,83.0,0.341,0.742,0.19,17.0,48.0,1610612742,99.0,0.4679999999999999,0.69,0.4379999999999999,23.0,41.0,0
2010-10-31,21000042,Final,1610612760,1610612762,2010,1610612760,99.0,0.4,0.882,0.25,10.0,38.0,1610612762,120.0,0.53,0.833,0.636,32.0,42.0,0
2010-10-31,21000043,Final,1610612747,1610612744,2010,1610612747,107.0,0.4429999999999999,0.767,0.316,25.0,56.0,1610612744,83.0,0.4039999999999999,0.462,0.25,27.0,42.0,1
2010-10-30,21000031,Final,1610612737,1610612764,2010,1610612737,99.0,0.42,0.867,0.263,19.0,43.0,1610612764,95.0,0.5,0.7140000000000001,0.3329999999999999,16.0,34.0,1
2010-10-30,21000032,Final,1610612739,1610612758,2010,1610612739,104.0,0.488,0.69,0.316,22.0,35.0,1610612758,107.0,0.519,0.75,0.6,24.0,43.0,0
2010-10-30,21000033,Final,1610612752,1610612757,2010,1610612752,95.0,0.42,0.56,0.25,16.0,51.0,1610612757,100.0,0.487,0.667,0.462,22.0,41.0,0
2010-10-30,21000034,Final,1610612754,1610612755,2010,1610612754,99.0,0.416,0.72,0.292,18.0,51.0,1610612755,86.0,0.439,0.5,0.545,13.0,46.0,1
2010-10-30,21000035,Final,1610612741,1610612765,2010,1610612741,101.0,0.43,0.71,0.278,17.0,51.0,1610612765,91.0,0.3779999999999999,0.6859999999999999,0.278,14.0,44.0,1
2010-10-30,21000036,Final,1610612763,1610612750,2010,1610612763,109.0,0.462,0.833,0.4,27.0,43.0,1610612750,89.0,0.348,0.6559999999999999,0.3,15.0,57.0,1
2010-10-30,21000037,Final,1610612745,1610612743,2010,1610612745,94.0,0.457,0.81,0.158,19.0,44.0,1610612743,107.0,0.3779999999999999,0.879,0.37,16.0,48.0,0
2010-10-30,21000038,Final,1610612749,1610612766,2010,1610612749,98.0,0.451,0.852,0.5,19.0,40.0,1610612766,88.0,0.469,0.826,0.474,13.0,28.0,1
2010-10-30,21000039,Final,1610612759,1610612740,2010,1610612759,90.0,0.3879999999999999,0.857,0.231,24.0,41.0,1610612740,99.0,0.5,0.8240000000000001,0.636,20.0,40.0,0
2010-10-29,21000019,Final,1610612766,1610612754,2010,1610612766,101.0,0.4429999999999999,0.778,0.3329999999999999,17.0,45.0,1610612754,104.0,0.45,0.833,0.414,25.0,34.0,0
2010-10-29,21000020,Final,1610612751,1610612758,2010,1610612751,106.0,0.525,0.8,0.545,18.0,43.0,1610612758,100.0,0.419,0.654,0.25,21.0,31.0,1
2010-10-29,21000021,Final,1610612755,1610612737,2010,1610612755,101.0,0.412,0.7879999999999999,0.455,24.0,36.0,1610612737,104.0,0.514,0.8390000000000001,0.353,24.0,46.0,0
2010-10-29,21000022,Final,1610612761,1610612739,2010,1610612761,101.0,0.476,0.944,0.3,24.0,46.0,1610612739,81.0,0.381,0.8,0.474,15.0,33.0,1
2010-10-29,21000023,Final,1610612738,1610612752,2010,1610612738,105.0,0.484,0.667,0.313,33.0,54.0,1610612752,101.0,0.435,0.667,0.3329999999999999,24.0,38.0,1
2010-10-29,21000024,Final,1610612765,1610612760,2010,1610612765,104.0,0.471,0.8,0.667,16.0,43.0,1610612760,105.0,0.3879999999999999,0.841,0.133,16.0,47.0,0
2010-10-29,21000025,Final,1610612748,1610612753,2010,1610612748,96.0,0.407,0.778,0.5,17.0,51.0,1610612753,70.0,0.304,0.706,0.1669999999999999,5.0,40.0,1
2010-10-29,21000026,Final,1610612750,1610612749,2010,1610612750,96.0,0.376,0.722,0.273,13.0,62.0,1610612749,85.0,0.356,0.8,0.15,18.0,39.0,1
2010-10-29,21000027,Final,1610612740,1610612743,2010,1610612740,101.0,0.494,0.792,0.353,23.0,35.0,1610612743,95.0,0.486,0.76,0.4,19.0,37.0,1
2010-10-29,21000028,Final,1610612742,1610612763,2010,1610612742,90.0,0.472,0.667,0.3329999999999999,24.0,45.0,1610612763,91.0,0.3879999999999999,0.6940000000000001,0.267,17.0,45.0,0
2010-10-29,21000029,Final,1610612744,1610612746,2010,1610612744,109.0,0.531,0.529,0.583,32.0,46.0,1610612746,91.0,0.386,0.688,0.278,17.0,40.0,1
2010-10-29,21000030,Final,1610612756,1610612747,2010,1610612756,106.0,0.473,0.6920000000000001,0.375,21.0,43.0,1610612747,114.0,0.484,0.833,0.444,21.0,46.0,0
2010-10-28,21000017,Final,1610612753,1610612764,2010,1610612753,112.0,0.5579999999999999,0.563,0.3329999999999999,20.0,53.0,1610612764,83.0,0.3720000000000001,0.7,0.211,17.0,25.0,1
2010-10-28,21000018,Final,1610612762,1610612756,2010,1610612762,94.0,0.429,0.7040000000000001,0.231,19.0,45.0,1610612756,110.0,0.4629999999999999,0.765,0.385,20.0,44.0,0
2010-10-27,21000004,Final,1610612739,1610612738,2010,1610612739,95.0,0.444,0.81,0.3,24.0,37.0,1610612738,87.0,0.472,0.762,0.25,24.0,38.0,1
2010-10-27,21000005,Final,1610612751,1610612765,2010,1610612751,101.0,0.488,0.708,0.429,17.0,44.0,1610612765,98.0,0.446,0.5329999999999999,0.421,21.0,37.0,1
2010-10-27,21000006,Final,1610612755,1610612748,2010,1610612755,87.0,0.434,0.727,0.389,24.0,38.0,1610612748,97.0,0.478,0.742,0.5,15.0,37.0,0
2010-10-27,21000007,Final,1610612761,1610612752,2010,1610612761,93.0,0.3829999999999999,0.75,0.3,20.0,45.0,1610612752,98.0,0.4320000000000001,0.882,0.292,12.0,49.0,0
